time_local,1010,16005,16008,16010,16011,16013,16015,16016,16017,16019,16020,16021,16026,16028,16029,16038,16045,16050,16051,16052,16054,16055,16057,16058,16059,16061,16062,16063,16064,16065,16070,16071,16072,16073,16074,16075,16093,16094,16095,16096,2420,2440,2460,2500,2520,2600,2610,2620,2630,2640,2650,2710,2720,2730,2740,2790,2800,2840,2890,2900,3640,3690,3740,3760,3810,3880,4060,4150,4160,4200,5100,5170,5200,5400,5600,5700,5800,5900,6000,7000,7010,7030,7060
2014-08-06 12:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06 13:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,
2014-08-06 14:00:00-05:00,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,,,,,,0.0,,,,
2014-08-06 15:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06 16:00:00-05:00,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
2014-08-06 17:00:00-05:00,,0.0,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,
2014-08-06 18:00:00-05:00,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,
2014-08-06 19:00:00-05:00,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,
2014-08-06 20:00:00-05:00,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0
2014-08-06 21:00:00-05:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2014-08-06 22:00:00-05:00,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.016,3.048,2.032,2.032,1.016,3.048,2.032,1.016,5.08,7.112,2.032,11.176,1.016,12.192,2.032,,,,,,,,,,17.272,1.016,,0.0,,,,,,,,,,,,,8.128,3.048,,,,,,,,,,,,,,,,,,,0.762,
2014-08-06 23:00:00-05:00,25.4,25.4,27.432,21.59,20.32,13.208,28.448,21.336,14.224,20.32,20.32,25.4,29.464,12.192,25.4,16.51,22.352,29.464,28.448,30.48,29.464,27.432,25.4,22.352,36.576,20.32,31.496,20.32,29.464,18.288,11.176,14.224,10.16,15.24,13.208,12.192,18.288,26.416,17.272,12.192,24.384,22.352,19.304,16.256,17.272,28.448,28.448,23.368,18.288,17.272,25.4,29.464,22.352,21.336,10.16,18.288,20.32,2.032,10.16,33.528,21.336,27.432,14.224,14.224,17.272,17.272,11.176,25.4,21.336,49.784,24.384,19.304,29.464,22.352,18.288,22.352,26.416,27.432,22.352,32.512,26.416,22.606,27.432
2014-08-07 00:00:00-05:00,8.128,2.032,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,0.508,1.016,2.032,2.032,1.016,1.016,2.032,2.032,1.016,2.032,1.016,1.016,1.016,1.016,2.032,1.016,2.032,2.032,2.032,2.032,2.032,1.016,1.016,2.032,1.016,3.048,12.192,13.208,14.224,5.08,3.048,4.064,5.08,5.08,5.08,6.096,5.08,16.256,17.272,19.304,1.016,2.032,15.24,16.256,4.064,3.048,2.032,5.08,15.24,4.064,4.064,14.224,2.032,12.192,4.064,3.048,1.016,9.144,7.112,3.048,2.032,2.032,4.064,11.176,2.032,3.048,2.286,2.032
2014-08-07 01:00:00-05:00,1.016,1.016,1.016,1.27,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,0.254,1.016,2.032,2.032,2.032,2.032,1.016,1.016,1.016,1.016,1.016,2.032,2.032,2.032,1.016,1.016,,1.016,,1.016,1.016,2.032,2.032,2.032,1.016,2.032,3.048,5.08,2.032,3.048,4.064,4.064,4.064,2.032,3.048,2.032,1.016,2.032,3.048,1.016,2.032,2.032,1.016,2.032,2.032,2.032,4.064,3.048,4.064,3.048,3.048,4.064,4.064,2.032,3.048,2.032,4.064,1.016,2.032,2.032,2.032,1.016,2.032,2.032,2.032,2.032,1.27,2.032
2014-08-07 02:00:00-05:00,2.032,1.016,1.016,0.762,1.016,1.016,1.016,1.016,1.016,1.016,1.016,,,1.016,1.016,0.254,,1.016,2.032,1.016,1.016,1.016,1.016,,1.016,1.016,1.016,1.016,1.016,1.016,,1.016,,1.016,,1.016,1.016,1.016,1.016,2.032,1.016,1.016,,1.016,2.032,2.032,2.032,3.048,3.048,1.016,1.016,1.016,1.016,1.016,1.016,1.016,,1.016,1.016,1.016,2.032,2.032,1.016,2.032,3.048,1.016,2.032,2.032,2.032,3.048,2.032,1.016,2.032,2.032,1.016,1.016,2.032,1.016,2.032,1.016,1.016,1.778,2.032
2014-08-07 03:00:00-05:00,1.016,1.016,,0.254,,,,,,,,1.016,,,,,1.016,,,1.016,,,,1.016,,,,1.016,,10.16,1.016,,1.016,,9.144,2.032,,,0.0,0.0,,,2.032,,1.016,6.096,3.048,2.032,2.032,2.032,1.016,,,,,,,,,1.016,10.16,6.096,3.048,,3.048,2.032,,2.032,,12.192,,,,,,,,,,1.016,1.016,9.398,1.016
