time_local,1010,16006,16007,16008,16010,16011,16013,16014,16015,16016,16017,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16028,16029,16030,16031,16032,16033,16034,16035,16036,16037,16038,16039,16040,16042,16043,16044,16045,16047,16048,16049,16051,16052,16053,16054,16055,16057,16058,16059,16060,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077,16078,16079,16080,16081,16082,16083,16084,16085,16086,16087,16088,16090,16093,16094,16095,16096,16098,16105,1720,2320,2420,2440,2460,2500,2520,2540,2600,2610,2620,2630,2640,2650,2700,2710,2720,2730,2740,2790,2800,2840,2890,2900,3000,3600,3640,3660,3680,3690,3700,3720,3740,3760,3770,3800,3810,3820,3860,3880,3900,3920,3940,3980,4000,4040,4080,4150,4160,4200,5100,5110,5170,5200,5400,5600,5700,5800,5900,6000,7000,7050,7060
2019-08-25 11:00:00-05:00,6.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.016,,,,,,,,,,,,,,6.096,1.016,1.016,,1.016,2.032,4.064,11.176,8.128,1.016,3.048,3.048,10.16,9.144,,,,,,3.048,1.016,,,7.112,13.208,12.192,9.144,7.112,3.048,12.192,4.064,12.192,8.128,2.032,1.016,12.192,15.24,7.112,10.16,17.272,8.128,3.048,6.096,,1.016,,,14.224,,6.096,1.016,,,2.032,,6.096,12.192,10.16,3.048,,16.256,13.208,7.112
2019-08-25 12:00:00-05:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.064,3.048,3.048,3.048,2.032,1.016,,2.032,,,0.0,,,1.016,,,,,,4.064,3.048,3.048,2.032,2.032,2.032,1.016,2.032,1.016,1.016,2.032,2.032,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,,,2.032,,3.048,,,1.016,,2.032,,,,1.016,,,1.016,1.016
2019-08-25 13:00:00-05:00,,,4.064,,,,,7.112,,2.032,5.08,2.032,,,2.032,1.016,7.112,5.08,13.208,,1.016,5.08,,0.0,8.128,5.08,4.064,1.016,,6.096,8.128,6.096,2.032,,0.0,,,0.0,1.016,1.016,,,,1.016,0.0,12.192,14.224,4.064,1.016,4.064,13.208,6.096,4.064,,14.224,18.288,7.112,5.08,9.144,8.128,9.144,9.144,9.144,10.16,13.208,14.224,24.384,21.336,9.144,14.224,15.24,15.24,11.176,19.304,12.192,3.048,17.272,8.128,0.0,,,,,0.254,,,,,,,,,,1.016,1.016,,,,,0.0,,,,,,,,,1.016,1.016,0.0,1.016,0.0,,1.016,,1.016,0.0,0.0,,1.016,1.016,1.016,1.016,1.016,1.016,,,,,,,2.032,,4.064,,0.0,,1.016,,,1.016,1.016,,1.016,1.016,1.016,1.016
2019-08-25 14:00:00-05:00,1.016,9.144,8.128,4.064,4.318,5.08,4.064,9.144,19.304,17.272,19.304,3.048,8.128,3.048,8.128,5.08,6.096,10.16,2.032,8.128,10.16,16.256,5.08,6.096,,1.016,1.016,2.032,1.016,,3.048,2.032,1.016,2.032,3.048,2.032,9.144,6.096,3.048,3.048,7.112,15.24,17.272,17.272,15.24,7.112,13.208,14.224,23.368,21.336,11.176,19.304,17.272,19.304,9.144,7.112,3.048,4.064,4.064,4.064,5.08,3.048,4.064,3.048,7.112,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,3.048,2.032,1.016,18.288,5.08,7.112,4.064,4.064,12.7,18.288,,1.016,,0.0,,,1.016,1.016,1.016,2.032,,,1.016,,,,,,,,,,,,,,1.016,1.016,1.016,,,,1.016,,,,1.016,1.016,,,,,1.016,0.0,,,1.016,,1.016,,,1.016,,,,2.032,,,,,,,1.016
2019-08-25 15:00:00-05:00,3.048,1.016,1.016,,0.254,,,1.016,,1.016,,1.016,,,1.016,1.016,,1.016,1.016,,,1.016,,,1.016,1.016,1.016,1.016,1.016,1.016,1.016,0.508,1.016,1.016,,,,,,,1.016,1.016,1.016,2.032,1.016,,1.016,1.016,1.016,1.016,1.016,,1.016,1.016,1.016,,,1.016,1.016,,1.016,1.016,1.016,,1.016,1.016,1.016,1.016,,,1.016,,1.016,1.016,1.016,1.016,,1.016,1.016,1.016,1.016,,,0.508,1.016,8.128,,3.048,9.144,3.048,3.048,3.048,2.032,3.048,,4.064,6.096,2.032,3.048,7.112,5.08,6.096,8.128,5.08,4.064,2.032,4.064,4.064,8.128,7.112,4.064,1.016,,3.048,2.032,3.048,3.048,3.048,5.08,11.176,2.032,1.016,2.032,3.048,2.032,2.032,3.048,3.048,9.144,8.128,6.096,2.032,2.032,3.048,2.032,7.112,6.096,7.112,6.096,7.112,2.032,3.048,9.144,7.112,7.112,3.048,4.064,2.032
2019-08-25 16:00:00-05:00,2.032,,0.0,1.016,0.508,1.016,,,1.016,0.0,1.016,,1.016,,0.0,0.0,1.016,,,1.016,1.016,,1.016,1.016,,,,,0.0,0.0,0.0,0.254,,,1.016,1.016,,1.016,,,,,,,,1.016,1.016,1.016,,1.016,,1.016,1.016,,1.016,1.016,1.016,,,1.016,,1.016,,1.016,1.016,,,,1.016,,,1.016,,,1.016,,1.016,,,,0.0,1.016,1.016,0.254,,4.064,3.048,2.032,1.016,1.016,2.032,2.032,2.032,3.048,2.032,11.176,3.048,2.032,1.016,,,,,,1.016,9.144,,1.016,1.016,1.016,2.032,2.032,3.048,2.032,3.048,1.016,2.032,1.016,2.032,4.064,2.032,1.016,1.016,2.032,4.064,2.032,2.032,1.016,4.064,2.032,1.016,1.016,7.112,2.032,5.08,,1.016,1.016,1.016,1.016,,1.016,0.0,1.016,1.016,1.016,5.08,
2019-08-25 17:00:00-05:00,2.032,,1.016,,0.254,,,0.0,,,,,,,,,,1.016,1.016,,0.0,0.0,,,1.016,1.016,1.016,0.0,,,1.016,,,,,,,,1.016,1.016,0.0,1.016,1.016,,,,,,,,1.016,,,,,,,1.016,,0.0,0.0,,1.016,,,,,,,1.016,1.016,,,,,1.016,,1.016,1.016,0.0,,,,0.254,0.0,46.736,27.432,20.32,18.288,12.192,2.032,,,0.0,,1.016,,,,25.4,24.384,23.368,19.304,16.256,16.256,12.192,19.304,13.208,7.112,10.16,,0.0,,,0.0,,,,1.016,,1.016,,,1.016,1.016,1.016,,,,,13.208,6.096,,2.032,,13.208,14.224,14.224,6.096,6.096,24.384,21.336,10.16,13.208,7.112,5.08,4.064,3.048
2019-08-25 18:00:00-05:00,2.032,3.048,3.048,2.032,1.524,2.032,2.032,4.064,2.032,4.064,4.064,5.08,2.032,3.048,2.032,2.032,1.016,2.032,2.032,2.032,3.048,5.08,2.032,1.016,2.032,7.112,7.112,1.016,,1.016,1.016,0.762,1.016,1.016,1.016,1.016,1.016,1.016,,,1.016,2.032,3.048,3.048,3.048,5.08,7.112,5.08,4.064,4.064,6.096,5.08,5.08,5.08,5.08,8.128,6.096,11.176,12.192,8.128,11.176,8.128,13.208,8.128,9.144,7.112,7.112,7.112,5.08,12.192,5.08,14.224,11.176,9.144,7.112,9.144,14.224,5.08,3.048,1.016,2.032,5.08,1.016,2.54,2.032,,,2.032,2.032,4.064,11.176,3.048,1.016,,3.048,5.08,4.064,2.032,4.064,1.016,1.016,3.048,4.064,11.176,,,13.208,9.144,2.032,1.016,3.048,,,6.096,,6.096,1.016,1.016,9.144,12.192,6.096,2.032,3.048,7.112,3.048,5.08,14.224,3.048,6.096,7.112,4.064,5.08,1.016,5.08,1.016,2.032,1.016,1.016,2.032,3.048,2.032,1.016,,2.032,4.064,6.096,1.016,3.048
2019-08-25 19:00:00-05:00,,3.048,25.4,1.016,1.778,1.016,2.032,26.416,6.096,6.096,7.112,10.16,1.016,12.192,37.592,22.352,35.56,32.512,33.528,19.304,23.368,16.256,2.032,19.304,11.176,3.048,3.048,13.208,15.24,27.432,24.384,30.734,19.304,8.128,5.08,8.128,4.064,2.032,20.32,16.256,4.064,2.032,4.064,5.08,3.048,17.272,9.144,5.08,12.192,13.208,9.144,9.144,7.112,8.128,5.08,4.064,6.096,4.064,5.08,3.048,4.064,3.048,4.064,3.048,5.08,5.08,9.144,10.16,8.128,10.16,16.256,4.064,7.112,11.176,7.112,2.032,3.048,7.112,4.064,4.064,2.032,2.032,2.032,2.794,7.112,,,,1.016,,,1.016,1.016,1.016,1.016,5.08,2.032,2.032,10.16,,,,,,,,,,,,1.016,1.016,1.016,1.016,2.032,1.016,3.048,5.08,5.08,3.048,4.064,7.112,4.064,5.08,4.064,5.08,3.048,2.032,1.016,2.032,,,7.112,,2.032,0.0,,,,,0.0,,,,,3.048,,6.096
2019-08-25 20:00:00-05:00,3.048,37.592,1.016,25.4,16.764,27.432,33.528,1.016,37.592,25.4,26.416,1.016,20.32,14.224,8.128,14.224,4.064,3.048,2.032,14.224,13.208,17.272,20.32,11.176,4.064,2.032,4.064,3.048,6.096,3.048,1.016,1.778,2.032,7.112,13.208,11.176,13.208,28.448,2.032,2.032,20.32,19.304,21.336,22.352,15.24,1.016,4.064,8.128,10.16,12.192,3.048,15.24,6.096,19.304,4.064,1.016,1.016,,,1.016,1.016,1.016,1.016,1.016,4.064,1.016,1.016,1.016,,,,0.0,,,1.016,2.032,,3.048,21.336,26.416,23.368,22.352,32.512,28.194,23.368,,,,,,,,,2.032,1.016,1.016,,,,,0.0,,0.0,,,,,,,,2.032,4.064,2.032,,,1.016,,,,,1.016,,,1.016,2.032,,,,1.016,,,,4.064,1.016,,,,0.0,1.016,,,,,,,1.016,,3.048
2019-08-25 21:00:00-05:00,,1.016,,0.0,0.508,1.016,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.254,,,1.016,,1.016,,0.0,,2.032,2.032,,1.016,,,,0.0,,,,,0.0,,0.0,,,,,,,,,1.016,0.0,,,,0.0,,,,,1.016,0.0,0.0,1.016,0.0,1.016,1.016,2.032,1.016,1.016,0.254,,0.0,,,,,,,,,2.032,,,,,,,,,,,,,0.0,1.016,,,,,,1.016,,,,,,,,,,,,,,1.016,,,,,,,,,,,,,,,,,1.016,,0.0
2019-08-25 22:00:00-05:00,,,1.016,,,0.0,,,,,,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,1.016,,1.016,,,,,,,,,,1.016,,,0.0,,1.016,,1.016,,2.032,1.016,,,,1.016,,0.0,,,,,1.016,,1.016,,1.016,,,1.016,,,,,,,,,0.0,,,1.016,,,,1.016,,,,,,,,0.0,,0.0,,,1.016,,,,,,,,,,,,,,,0.0,,,,1.016,,,,,,,,,,,,,,0.0,,0.0,
2019-08-25 23:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.016,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.032,,0.0,,,,,,,,,1.016,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,
2019-08-26 00:00:00-05:00,0.0,,,,,,,,,,,,,,,,,,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.032,,,,0.0,,,0.0,,,2.032,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,
